county,population,area,population_density,bachelor_or_higher,income_per_cap,percent_white,percent_poverty,percent_females,percent_over_65,winner
"Limestone County, Texas",23326,909,25.66,12.40,19352,78.60,21.50,48.40,19.50,Donald Trump
"Lipscomb County, Texas",3485,932,3.74,21.50,29017,92.40,10.90,48.30,18.10,Donald Trump
"Live Oak County, Texas",11867,1036,11.45,14.30,21016,92.00,17.10,45.20,20.60,Donald Trump
"Llano County, Texas",19444,935,20.80,25.40,33634,95.80,14.10,51.60,36.10,Donald Trump
"Loving County, Texas",169,673,0.25,7.90,34068,94.70,12.00,44.10,9.90,Donald Trump
"Lubbock County, Texas",310569,900,345.08,27.90,23773,86.60,20.40,50.70,12.40,Donald Trump
"Lynn County, Texas",5723,892,6.42,17.70,21639,93.00,20.20,49.00,16.80,Donald Trump
"McCulloch County, Texas",8330,1069,7.79,12.50,15131,76.10,25.20,42.60,15.60,Donald Trump
"McLennan County, Texas",256623,1042,246.28,12.20,20337,74.00,23.20,51.20,26.40,Donald Trump
"McMullen County, Texas",764,1113,0.69,10.90,20859,93.80,15.80,49.40,11.30,Donald Trump
"Madison County, Texas",13781,470,29.32,26.50,27504,96.80,13.60,49.90,28.50,Donald Trump
"Marion County, Texas",10235,381,26.86,14.50,23389,83.60,21.10,49.60,17.00,Donald Trump
"Martin County, Texas",5312,915,5.81,12.20,13668,96.30,30.50,50.10,11.80,Donald Trump
"Mason County, Texas",4128,932,4.43,15.00,20677,93.20,16.60,49.80,22.30,Donald Trump
"Matagorda County, Texas",36592,1114,32.85,21.70,21660,79.90,22.00,51.10,14.40,Donald Trump
"Maverick County, Texas",58722,1280,45.88,6.80,27375,93.20,19.20,45.10,24.00,Joe Biden
"Medina County, Texas",51584,1328,38.84,20.00,22413,93.40,17.70,48.40,16.70,Donald Trump
"Menard County, Texas",2148,902,2.38,18.80,18253,95.50,23.50,50.40,31.70,Donald Trump
"Midland County, Texas",176832,900,196.48,24.40,33672,88.10,10.40,49.50,10.30,Donald Trump
"Milam County, Texas",24167,1017,23.76,14.40,21248,86.40,19.20,50.70,20.30,Donald Trump
"Mills County, Texas",4907,748,6.56,21.90,22651,96.20,13.10,50.10,28.60,Donald Trump
"Mitchell County, Texas",9402,910,10.33,8.30,15936,84.70,11.70,41.70,15.20,Donald Trump
"Montague County, Texas",19503,931,20.95,16.60,24699,95.60,15.60,50.90,22.00,Donald Trump
"Montgomery County, Texas",607391,1044,581.79,30.70,32911,88.20,12.40,50.50,13.10,Donald Trump
"Moore County, Texas",22141,900,24.60,13.20,19770,85.40,15.40,48.10,10.90,Donald Trump
"Morris County, Texas",12834,254,50.53,13.10,20045,72.30,20.60,51.90,21.90,Donald Trump
"Motley County, Texas",1196,989,1.21,18.10,18828,93.90,25.50,48.60,30.30,Donald Trump
"Nacogdoches County, Texas",65204,947,68.85,24.30,20362,77.30,25.70,52.10,14.70,Donald Trump
"Navarro County, Texas",50113,1071,46.79,16.50,20327,81.20,21.10,50.90,17.00,Donald Trump
"Newton County, Texas",14140,933,15.16,7.50,20431,76.30,16.10,48.60,20.50,Donald Trump
"Nolan County, Texas",15037,912,16.49,12.50,19002,90.50,18.50,50.00,18.30,Donald Trump
"Nueces County, Texas",362294,836,433.37,20.00,23671,90.90,18.40,50.60,14.40,Donald Trump
"Ochiltree County, Texas",10806,918,11.77,15.30,23382,94.70,17.30,49.40,11.10,Donald Trump
"Oldham County, Texas",2102,1501,1.40,31.30,22519,92.20,14.20,48.00,15.00,Donald Trump
"Orange County, Texas",83396,356,234.26,13.00,24736,87.60,14.40,50.40,16.10,Donald Trump
"Palo Pinto County, Texas",27889,953,29.26,15.10,23655,93.70,18.50,50.70,19.50,Donald Trump
"Panola County, Texas",23870,801,29.80,11.80,26525,80.30,12.70,50.50,19.20,Donald Trump
"Parker County, Texas",142878,904,158.05,25.00,30692,94.90,10.90,50.20,15.40,Donald Trump
"Parmer County, Texas",9965,882,11.30,16.20,19304,93.90,21.30,48.10,13.70,Donald Trump
"Pecos County, Texas",15697,4764,3.29,12.70,20245,91.50,16.70,43.10,13.40,Donald Trump
"Polk County, Texas",51353,1057,48.58,11.30,19498,84.90,20.20,46.20,18.80,Donald Trump
"Potter County, Texas",117415,909,129.17,15.60,19861,79.30,23.10,48.50,12.50,Donald Trump
"Presidio County, Texas",7201,3856,1.87,23.60,16175,93.00,24.80,48.80,23.10,Joe Biden
"Rains County, Texas",11065,259,42.72,11.00,21946,93.60,13.60,50.30,24.50,Donald Trump
"Randall County, Texas",137713,914,150.67,30.20,29124,91.50,10.30,50.80,15.10,Donald Trump
"Reagan County, Texas",3601,1175,3.06,10.60,26633,92.80,9.50,46.50,11.20,Donald Trump
"Real County, Texas",3350,700,4.79,19.50,17931,94.50,20.20,50.20,29.50,Donald Trump
"Red River County, Texas",12470,1050,11.88,14.50,19014,79.30,16.10,51.40,24.60,Donald Trump
"Reeves County, Texas",13965,2636,5.30,10.50,15467,91.30,21.90,38.60,12.00,Donald Trump
"Refugio County, Texas",7305,770,9.49,11.20,23174,89.60,16.20,50.90,22.60,Donald Trump
"Roberts County, Texas",831,924,0.90,33.20,36172,95.80,3.00,50.40,20.90,Donald Trump
"Robertson County, Texas",16486,855,19.28,15.80,21709,76.20,20.70,50.90,19.30,Donald Trump
"Rockwall County, Texas",104915,149,704.13,36.50,34617,87.00,5.90,50.60,12.50,Donald Trump
"Runnels County, Texas",10309,1054,9.78,14.90,20235,92.90,21.90,49.20,20.80,Donald Trump
"Rusk County, Texas",54406,924,58.88,13.80,21640,78.80,17.80,46.10,16.60,Donald Trump
"Sabine County, Texas",10361,490,21.14,13.40,18762,89.90,25.80,50.80,30.50,Donald Trump
"San Augustine County, Texas",8769,528,16.61,12.40,18695,75.20,26.40,50.80,26.40,Donald Trump
"San Jacinto County, Texas",26856,571,47.03,12.00,24733,86.40,20.10,50.40,21.90,Donald Trump
"San Patricio County, Texas",66730,692,96.43,14.70,23373,94.10,17.00,49.70,15.00,Donald Trump
"San Saba County, Texas",6012,1134,5.30,13.10,18009,92.20,15.20,45.40,23.90,Donald Trump
"Schleicher County, Texas",3206,1311,2.45,21.90,24787,95.00,22.80,50.40,19.60,Donald Trump
"Scurry County, Texas",17302,903,19.16,14.40,22860,90.60,15.70,45.80,15.10,Donald Trump
"Shackelford County, Texas",3375,914,3.69,25.40,25436,95.30,16.10,51.70,20.40,Donald Trump
"Shelby County, Texas",25792,794,32.48,13.70,21126,78.10,22.10,50.30,17.50,Donald Trump
"Sherman County, Texas",3093,923,3.35,20.00,21936,94.90,13.70,47.90,14.90,Donald Trump
"Smith County, Texas",232751,928,250.81,24.50,25626,77.70,16.70,51.70,16.50,Donald Trump
"Somervell County, Texas",8658,187,46.30,29.00,28134,93.80,9.30,50.70,18.90,Donald Trump
"Starr County, Texas",64633,1223,52.85,8.60,11584,98.70,39.20,51.30,11.30,Joe Biden
"Stephens County, Texas",9247,895,10.33,15.60,20535,93.60,18.80,47.10,19.80,Donald Trump
"Sterling County, Texas",1219,923,1.32,22.30,20157,93.50,15.10,49.00,14.40,Donald Trump
"Stonewall County, Texas",1432,919,1.56,20.20,24063,91.00,16.60,51.20,26.50,Donald Trump
"Sutton County, Texas",4006,1454,2.76,17.90,27721,96.30,7.30,48.90,18.40,Donald Trump
"Swisher County, Texas",7763,900,8.63,16.30,17880,87.20,23.10,46.70,17.70,Donald Trump
"Tarrant County, Texas",2102515,864,2433.47,29.50,28266,73.00,15.20,51.10,11.30,Joe Biden
"Taylor County, Texas",138034,916,150.69,24.40,23141,85.30,17.40,51.20,14.40,Donald Trump
"Terrell County, Texas",903,2358,0.38,17.40,31578,91.70,10.00,48.80,29.60,Donald Trump
"Terry County, Texas",12743,890,14.32,15.50,21201,91.70,14.00,47.80,15.10,Donald Trump
"Throckmorton County, Texas",1600,912,1.75,19.80,24086,96.00,13.70,53.30,28.10,Donald Trump
"Titus County, Texas",32581,411,79.27,13.80,19356,84.80,22.00,51.00,14.30,Donald Trump
"Tom Green County, Texas",119200,1522,78.32,21.60,23712,90.70,16.20,50.30,15.50,Donald Trump
"Travis County, Texas",1273954,989,1288.12,44.90,33206,79.90,17.40,49.40,9.90,Joe Biden
"Trinity County, Texas",14393,693,20.77,9.90,18730,87.30,16.10,51.80,26.60,Donald Trump
"Tyler County, Texas",21464,923,23.25,11.80,19612,85.60,17.40,46.10,22.30,Donald Trump
"Upshur County, Texas",41753,588,71.01,13.30,22483,88.30,15.80,50.60,18.40,Donald Trump
"Upton County, Texas",3372,1242,2.71,11.50,22953,91.70,17.10,48.80,14.10,Donald Trump
"Uvalde County, Texas",26926,1557,17.29,14.50,17479,95.50,26.50,50.80,16.80,Donald Trump
"Val Verde County, Texas",49025,3171,15.46,15.30,17867,94.80,22.10,48.90,14.20,Donald Trump
"Van Zandt County, Texas",56590,849,66.65,13.50,21920,93.80,16.40,51.20,20.20,Donald Trump
"Victoria County, Texas",92084,883,104.29,16.30,24700,89.40,16.90,51.00,16.10,Donald Trump
"Walker County, Texas",72971,788,92.60,17.90,16330,72.90,26.00,41.80,13.20,Donald Trump
"Waller County, Texas",55246,514,107.48,19.00,22412,71.40,20.40,50.20,11.80,Donald Trump
"Ward County, Texas",11244,836,13.45,12.50,22278,90.80,20.40,49.70,14.00,Donald Trump
"Washington County, Texas",34147,609,56.07,23.50,23070,78.80,14.90,50.90,21.70,Donald Trump
"Webb County, Texas",276652,3357,82.41,17.20,14553,97.60,31.40,50.90,9.50,Joe Biden
"Wharton County, Texas",41556,1090,38.12,14.60,20310,83.80,18.80,50.70,17.10,Donald Trump
"Wheeler County, Texas",5751,914,6.29,18.40,30097,92.20,14.30,49.70,19.30,Donald Trump
"Wichita County, Texas",132230,628,210.56,20.10,22905,82.20,15.60,48.30,14.70,Donald Trump
"Wilbarger County, Texas",13131,971,13.52,16.50,20373,84.90,20.70,50.50,18.40,Donald Trump
"Willacy County, Texas",21921,597,36.72,8.80,11313,95.10,40.00,44.70,14.00,Joe Biden
"Williamson County, Texas",590551,1124,525.40,38.00,31070,81.20,7.00,50.80,12.20,Joe Biden
"Wilson County, Texas",51070,807,63.28,18.00,27238,95.10,11.50,49.90,16.00,Donald Trump
"Winkler County, Texas",7606,841,9.04,9.60,23629,92.30,12.80,48.70,12.30,Donald Trump
"Wise County, Texas",69984,905,77.33,16.10,25663,94.90,10.80,50.00,14.90,Donald Trump
"Wood County, Texas",45539,650,70.06,17.00,23129,91.30,14.60,50.40,26.90,Donald Trump
"Yoakum County, Texas",8184,800,10.23,15.00,21389,95.00,11.70,49.00,11.80,Donald Trump
"Young County, Texas",18341,922,19.89,16.70,26979,94.70,16.00,50.50,20.30,Donald Trump
"Zapata County, Texas",14390,997,14.43,8.50,16671,98.50,34.70,50.10,13.00,Donald Trump
"Zavala County, Texas",12156,1299,9.36,9.40,12828,96.40,35.00,49.40,14.30,Joe Biden
"Beaver County, Utah",6459,2590,2.49,17.00,19415,94.10,14.10,48.90,14.40,Donald Trump
"Box Elder County, Utah",56046,5746,9.75,21.20,21720,95.30,8.80,49.30,12.90,Donald Trump
"Cache County, Utah",128289,1165,110.12,36.90,20074,92.70,16.60,49.90,9.50,Donald Trump
"Carbon County, Utah",20988,1478,14.20,12.60,20155,94.90,15.10,50.30,17.40,Donald Trump
"Daggett County, Utah",1127,697,1.62,18.80,22811,95.50,8.60,43.30,25.60,Donald Trump
"Davis County, Utah",355481,299,1188.90,34.10,26035,92.20,7.90,49.50,10.00,Donald Trump
"Duchesne County, Utah",20308,3241,6.27,16.00,23411,91.30,8.90,49.40,12.10,Donald Trump
"Emery County, Utah",10749,4462,2.41,12.50,20137,96.50,10.00,49.00,17.30,Donald Trump
"Garfield County, Utah",5083,5175,0.98,20.10,21989,93.30,11.50,47.90,23.10,Donald Trump
"Grand County, Utah",9360,3672,2.55,25.20,23558,90.70,13.70,49.50,18.60,Joe Biden
"Iron County, Utah",54839,3297,16.63,26.40,17839,93.40,20.90,50.00,12.70,Donald Trump
"Juab County, Utah",10348,3392,3.05,14.60,18108,96.00,14.70,48.70,12.10,Donald Trump
"Kane County, Utah",7260,3990,1.82,25.30,24154,95.10,7.80,49.50,23.30,Donald Trump
"Millard County, Utah",12662,6572,1.93,19.00,19972,93.90,13.30,48.80,17.20,Donald Trump
"Morgan County, Utah",10173,609,16.70,33.40,26274,97.30,4.00,48.30,11.50,Donald Trump
"Piute County, Utah",1510,758,1.99,17.00,16959,96.50,25.40,48.40,28.90,Donald Trump
"Rich County, Utah",2288,1029,2.22,17.00,24258,97.10,7.00,48.50,18.00,Donald Trump
"Salt Lake County, Utah",1160437,742,1563.93,31.00,26103,87.20,12.70,49.80,10.90,Joe Biden
"San Juan County, Utah",14973,7820,1.91,18.40,15476,47.30,27.10,50.00,14.20,Donald Trump
"Sanpete County, Utah",28237,1590,17.76,20.80,17811,93.80,15.70,47.40,14.00,Donald Trump
"Sevier County, Utah",20852,1911,10.91,16.40,19115,95.90,15.40,49.20,16.10,Donald Trump
"Summit County, Utah",42145,1872,22.51,48.70,42462,94.70,8.50,48.80,12.60,Joe Biden
"Tooele County, Utah",72259,6941,10.41,20.40,22252,94.20,8.70,49.40,9.20,Donald Trump
"Uintah County, Utah",35555,4480,7.94,16.20,23805,88.00,11.60,49.20,10.90,Donald Trump
"Utah County, Utah",636235,2003,317.64,36.50,20774,92.90,14.00,49.40,7.70,Donald Trump
"Wasatch County, Utah",26437,1176,22.48,33.40,25777,95.50,9.50,49.20,11.50,Donald Trump
"Washington County, Utah",177556,2426,73.19,26.40,21472,93.30,15.30,50.50,21.50,Donald Trump
"Wayne County, Utah",2747,2461,1.12,25.20,19858,96.00,18.20,48.70,21.80,Donald Trump
"Weber County, Utah",260213,576,451.76,22.70,23106,92.30,12.80,49.70,11.70,Donald Trump
"Addison County, Vermont",36791,770,47.78,35.60,28722,94.40,11.30,50.00,19.90,Joe Biden
"Bennington County, Vermont",36659,676,54.23,32.30,29196,95.50,13.90,51.30,22.90,Joe Biden
"Calefonia County, Vermont",31157,651,47.86,26.60,23584,96.10,14.10,50.00,21.00,Joe Biden
"Chittenden County, Vermont",163774,539,303.85,47.40,33281,90.10,11.20,51.00,15.00,Joe Biden
"Essex County, Vermont",6211,665,9.34,14.70,20887,96.30,15.90,49.90,25.60,Donald Trump
"Franklin County, Vermont",49402,637,77.55,23.70,27398,95.00,10.20,50.20,16.00,Joe Biden
"Grand Isle County, Vermont",6987,83,84.18,30.30,33159,94.10,6.90,49.50,20.80,Joe Biden
"Lamoille County, Vermont",25067,461,54.38,36.40,27157,96.00,12.60,50.00,17.40,Joe Biden
"Orange County, Vermont",28915,689,41.97,29.90,27289,96.80,13.10,49.90,21.20,Joe Biden
"Orleans Country, Vermont",27169,697,38.98,21.30,22303,96.20,15.40,49.80,22.70,Joe Biden
"Rutland County, Vermont",58191,932,62.44,28.00,26205,96.50,13.00,50.70,22.10,Joe Biden
"Washington County, Vermont",58409,690,84.65,38.10,29761,95.80,9.60,50.50,19.60,Joe Biden
"Windham County, Vermont",42222,789,53.51,33.50,28867,94.60,12.40,51.10,22.80,Joe Biden
"Windsor County, Vermont",55062,971,56.71,34.00,30932,96.00,10.30,51.30,23.30,Joe Biden
"Accomack County, Virginia",33148,455,72.85,17.20,22703,61.10,20.50,51.20,23.60,Donald Trump
"Albemarle County, Virginia",109330,723,151.22,52.20,37239,77.80,10.20,52.20,18.60,Joe Biden
"Alleghany County, Virginia",16161,446,36.24,16.40,24162,91.80,12.60,51.10,24.70,Donald Trump
"Amelia County, Virginia",12745,357,35.70,14.00,25100,72.70,8.30,50.70,19.80,Donald Trump
"Amherst County, Virginia",32178,475,67.74,17.40,22580,75.80,11.40,51.50,21.20,Donald Trump
"Appomattox County, Virginia",15255,334,45.67,15.00,23636,76.70,17.70,51.40,20.70,Donald Trump
"Arlington County, Virginia",236842,26,9109.31,71.70,62018,63.60,8.00,49.90,10.60,Joe Biden
"Augusta County, Virginia",75558,971,77.81,19.90,25519,91.70,9.50,49.30,21.00,Donald Trump
"Bath County, Virginia",4616,532,8.68,20.20,28704,92.30,16.40,49.70,27.70,Donald Trump
"Bedford County, Virginia",78997,755,104.63,25.00,28697,89.60,8.20,50.70,21.30,Donald Trump
"Bland County, Virginia",6735,359,18.76,14.70,18501,94.70,16.60,45.30,23.00,Donald Trump
"Botetourt County, Virginia",33002,543,60.78,24.90,32490,93.40,7.70,50.40,22.70,Donald Trump
"Brunswick County, Virginia",16973,566,29.99,12.20,16060,40.80,24.00,46.50,21.50,Joe Biden
"Buchanan County, Virginia",23597,504,46.82,8.30,17489,95.60,25.90,49.40,22.20,Donald Trump
"Buckingham County, Virginia",17136,581,29.49,11.90,17167,61.00,23.00,44.90,19.60,Donald Trump
"Campbell County, Virginia",54885,504,108.90,17.10,23231,80.80,14.70,51.40,19.90,Donald Trump
"Caroline County, Virginia",29298,533,54.97,16.80,25718,63.80,12.70,50.60,16.40,Donald Trump
"Carroll County, Virginia",29883,476,62.78,12.80,19385,94.90,18.10,50.50,24.50,Donald Trump
"Charles City County, Virginia",7130,182,39.18,13.90,23955,43.80,12.30,51.80,24.60,Joe Biden
"Charlotte County, Virginia",12305,475,25.91,15.60,18762,66.90,17.90,50.60,22.20,Donald Trump
"Chesterfield County, Virginia",352802,426,828.17,36.30,32572,63.80,6.70,51.80,14.90,Joe Biden
"Clarke County, Virginia",14348,177,81.06,31.30,38748,87.50,6.70,50.20,21.10,Donald Trump
"Craig County, Virginia",5210,330,15.79,14.60,21498,97.80,8.70,50.50,23.40,Donald Trump
"Culpeper County, Virginia",52605,381,138.07,22.60,27379,71.70,9.10,50.00,15.70,Donald Trump
"Cumberland County, Virginia",9841,298,33.02,14.00,21540,63.00,16.30,51.70,22.40,Donald Trump
"Dickenson County, Virginia",15486,333,46.50,10.50,18215,98.10,20.90,49.30,22.00,Donald Trump
"Dinwiddie County, Virginia",27904,504,55.37,12.80,23781,62.80,13.20,51.10,17.50,Donald Trump
"Essex County, Virginia",11229,258,43.52,14.70,21532,55.10,11.10,53.20,23.20,Donald Trump
"Fairfax County, Virginia",1147532,396,2897.81,58.60,50532,52.70,5.90,50.40,13.50,Joe Biden
"Fauquier County, Virginia",71222,650,109.57,33.20,39600,81.30,5.60,50.50,16.40,Donald Trump
"Floyd County, Virginia",15528,382,40.65,16.00,21816,93.90,12.70,49.70,22.80,Donald Trump
"Fluvanna County, Virginia",25977,287,90.51,28.80,30881,78.70,7.10,54.30,20.20,Donald Trump
"Franklin County, Virginia",56042,692,80.99,19.10,24557,87.30,14.00,50.80,23.50,Donald Trump
"Frederick County, Virginia",89313,415,215.21,27.50,30112,85.30,7.10,50.20,17.30,Donald Trump
"Giles County, Virginia",16925,358,47.28,16.60,23485,95.50,13.30,50.70,21.90,Donald Trump
"Gloucester County, Virginia",36834,217,169.74,22.00,28673,85.50,9.20,50.80,19.10,Donald Trump
"Goochland County, Virginia",21626,284,76.15,38.00,45039,77.20,5.60,51.00,22.30,Donald Trump
"Grayson County, Virginia",15161,443,34.22,10.90,20591,93.80,19.10,48.50,24.50,Donald Trump
"Greene County, Virginia",18804,157,119.77,24.10,26998,85.00,12.00,51.30,17.40,Donald Trump
"Greensville County, Virginia",11886,296,40.16,7.20,16380,37.70,21.60,37.30,15.10,Joe Biden
"Halifax County, Virginia",35401,814,43.49,15.20,20929,60.00,21.30,52.10,24.40,Donald Trump
"Hanover County, Virginia",107766,473,227.84,35.50,33540,84.90,5.10,51.10,17.70,Donald Trump
"Henrico County, Virginia",330818,238,1389.99,39.70,33115,55.60,10.70,52.60,15.50,Joe Biden
"Henry County, Virginia",50557,382,132.35,11.20,19852,70.80,17.10,51.90,23.90,Donald Trump
"Highland County, Virginia",2215,416,5.32,20.90,26372,97.50,10.20,50.20,34.40,Donald Trump
"Isle of Wight County, Virginia",35656,316,112.84,25.50,30903,70.60,12.00,51.00,19.10,Donald Trump
"James City County, Virginia",76523,143,535.13,45.80,38162,80.30,7.00,51.70,25.30,Joe Biden
"King and Queen County, Virginia",7130,316,22.56,14.10,23868,65.80,9.20,49.30,22.90,Donald Trump
"King George County, Virginia",24926,180,138.48,31.10,34234,74.20,7.10,49.40,13.10,Donald Trump
"King William County, Virginia",16097,275,58.53,19.20,26940,76.20,9.50,51.10,16.10,Donald Trump
"Lancaster County, Virginia",11148,133,83.82,28.30,30737,68.50,11.70,52.90,36.10,Donald Trump
"Lee County, Virginia",25185,437,57.63,11.70,16664,93.00,26.80,48.00,21.30,Donald Trump
"Loudoun County, Virginia",413538,520,795.27,57.90,46565,60.10,3.60,50.50,9.30,Joe Biden
"Louisa County, Virginia",33945,498,68.16,18.80,26956,77.70,10.30,50.60,19.80,Donald Trump
"Lunenburg County, Virginia",12527,432,29.00,11.90,17630,60.30,22.60,47.00,22.30,Donald Trump
"Madison County, Virginia",13200,322,40.99,21.80,27296,85.30,13.30,51.70,22.30,Donald Trump
"Mathews County, Virginia",8897,86,103.45,27.20,31342,86.50,10.10,51.90,31.10,Donald Trump
"Mecklenburg County, Virginia",31426,624,50.36,13.70,20056,59.90,19.60,51.40,25.60,Donald Trump
"Middlesex County, Virginia",10762,130,82.78,27.40,30531,77.80,9.40,51.30,31.10,Donald Trump
"Montgomery County, Virginia",98535,388,253.96,42.40,23548,85.30,24.50,48.00,12.60,Joe Biden
"Nelson County, Virginia",14789,472,31.33,26.70,26059,81.70,14.20,51.70,27.30,Donald Trump
"New Kent County, Virginia",19507,210,92.89,23.20,32068,80.00,5.90,48.90,17.20,Donald Trump
"Northampton County, Virginia",12125,207,58.57,20.20,23473,54.10,24.30,52.30,26.40,Joe Biden
"Northumberland County, Virginia",12200,192,63.54,22.10,28568,70.20,11.10,51.00,36.70,Donald Trump
"Nottoway County, Virginia",15773,315,50.07,12.00,19337,55.20,16.80,45.90,19.20,Donald Trump
"Orange County, Virginia",34689,342,101.43,22.20,27655,79.50,12.60,51.20,20.40,Donald Trump
"Page County, Virginia",23821,311,76.59,11.40,22355,94.60,15.10,50.60,21.40,Donald Trump
"Patrick County, Virginia",18368,483,38.03,10.70,18860,89.90,17.10,50.60,26.40,Donald Trump
"Pittsylvania County, Virginia",60354,978,61.71,13.70,21583,74.30,14.50,50.70,22.60,Donald Trump
"Powhatan County, Virginia",28259,261,108.27,27.60,31252,83.30,5.40,48.20,18.20,Donald Trump
"Prince Edward County, Virginia",22802,353,64.59,21.90,17208,62.40,19.80,49.90,16.50,Joe Biden
"Prince George County, Virginia",37253,266,140.05,17.90,24434,56.50,8.10,45.90,14.00,Donald Trump
